y_true,identifier
upmarket_card,180000
prepaid_card,180001
highstreet_card,180002
highstreet_card,180003
prepaid_card,180004
upmarket_card,180005
upmarket_card,180006
prepaid_card,180007
upmarket_card,180008
upmarket_card,180009
highstreet_card,180010
highstreet_card,180011
prepaid_card,180012
upmarket_card,180013
upmarket_card,180014
highstreet_card,180015
upmarket_card,180016
upmarket_card,180017
upmarket_card,180018
prepaid_card,180019
upmarket_card,180020
upmarket_card,180021
upmarket_card,180022
highstreet_card,180023
upmarket_card,180024
highstreet_card,180025
highstreet_card,180026
upmarket_card,180027
upmarket_card,180028
upmarket_card,180029
highstreet_card,180030
upmarket_card,180031
highstreet_card,180032
prepaid_card,180033
upmarket_card,180034
upmarket_card,180035
upmarket_card,180036
upmarket_card,180037
upmarket_card,180038
highstreet_card,180039
prepaid_card,180040
prepaid_card,180041
upmarket_card,180042
prepaid_card,180043
upmarket_card,180044
highstreet_card,180045
upmarket_card,180046
prepaid_card,180047
highstreet_card,180048
upmarket_card,180049
upmarket_card,180050
prepaid_card,180051
prepaid_card,180052
upmarket_card,180053
upmarket_card,180054
highstreet_card,180055
upmarket_card,180056
upmarket_card,180057
highstreet_card,180058
highstreet_card,180059
highstreet_card,180060
highstreet_card,180061
prepaid_card,180062
highstreet_card,180063
upmarket_card,180064
highstreet_card,180065
highstreet_card,180066
upmarket_card,180067
highstreet_card,180068
prepaid_card,180069
highstreet_card,180070
prepaid_card,180071
prepaid_card,180072
highstreet_card,180073
prepaid_card,180074
prepaid_card,180075
upmarket_card,180076
prepaid_card,180077
highstreet_card,180078
prepaid_card,180079
upmarket_card,180080
highstreet_card,180081
prepaid_card,180082
upmarket_card,180083
prepaid_card,180084
prepaid_card,180085
highstreet_card,180086
upmarket_card,180087
prepaid_card,180088
highstreet_card,180089
upmarket_card,180090
upmarket_card,180091
upmarket_card,180092
upmarket_card,180093
prepaid_card,180094
prepaid_card,180095
upmarket_card,180096
upmarket_card,180097
prepaid_card,180098
highstreet_card,180099
highstreet_card,180100
upmarket_card,180101
prepaid_card,180102
upmarket_card,180103
upmarket_card,180104
prepaid_card,180105
upmarket_card,180106
prepaid_card,180107
prepaid_card,180108
prepaid_card,180109
prepaid_card,180110
upmarket_card,180111
upmarket_card,180112
prepaid_card,180113
prepaid_card,180114
prepaid_card,180115
highstreet_card,180116
upmarket_card,180117
prepaid_card,180118
highstreet_card,180119
prepaid_card,180120
upmarket_card,180121
upmarket_card,180122
prepaid_card,180123
highstreet_card,180124
upmarket_card,180125
prepaid_card,180126
highstreet_card,180127
upmarket_card,180128
highstreet_card,180129
upmarket_card,180130
highstreet_card,180131
highstreet_card,180132
prepaid_card,180133
prepaid_card,180134
highstreet_card,180135
upmarket_card,180136
upmarket_card,180137
prepaid_card,180138
highstreet_card,180139
highstreet_card,180140
upmarket_card,180141
prepaid_card,180142
