y_true,identifier
prepaid_card,240000
highstreet_card,240001
highstreet_card,240002
prepaid_card,240003
upmarket_card,240004
highstreet_card,240005
prepaid_card,240006
upmarket_card,240007
highstreet_card,240008
upmarket_card,240009
upmarket_card,240010
highstreet_card,240011
highstreet_card,240012
upmarket_card,240013
prepaid_card,240014
highstreet_card,240015
prepaid_card,240016
prepaid_card,240017
highstreet_card,240018
prepaid_card,240019
prepaid_card,240020
highstreet_card,240021
highstreet_card,240022
prepaid_card,240023
prepaid_card,240024
prepaid_card,240025
upmarket_card,240026
upmarket_card,240027
highstreet_card,240028
highstreet_card,240029
highstreet_card,240030
highstreet_card,240031
prepaid_card,240032
prepaid_card,240033
upmarket_card,240034
prepaid_card,240035
upmarket_card,240036
upmarket_card,240037
prepaid_card,240038
prepaid_card,240039
prepaid_card,240040
upmarket_card,240041
prepaid_card,240042
highstreet_card,240043
upmarket_card,240044
highstreet_card,240045
highstreet_card,240046
highstreet_card,240047
highstreet_card,240048
highstreet_card,240049
highstreet_card,240050
highstreet_card,240051
upmarket_card,240052
upmarket_card,240053
upmarket_card,240054
upmarket_card,240055
highstreet_card,240056
upmarket_card,240057
highstreet_card,240058
highstreet_card,240059
upmarket_card,240060
upmarket_card,240061
prepaid_card,240062
highstreet_card,240063
upmarket_card,240064
upmarket_card,240065
prepaid_card,240066
prepaid_card,240067
prepaid_card,240068
upmarket_card,240069
upmarket_card,240070
highstreet_card,240071
upmarket_card,240072
upmarket_card,240073
prepaid_card,240074
upmarket_card,240075
highstreet_card,240076
highstreet_card,240077
prepaid_card,240078
upmarket_card,240079
prepaid_card,240080
upmarket_card,240081
prepaid_card,240082
highstreet_card,240083
upmarket_card,240084
highstreet_card,240085
highstreet_card,240086
upmarket_card,240087
highstreet_card,240088
prepaid_card,240089
highstreet_card,240090
upmarket_card,240091
upmarket_card,240092
highstreet_card,240093
highstreet_card,240094
prepaid_card,240095
upmarket_card,240096
highstreet_card,240097
upmarket_card,240098
highstreet_card,240099
prepaid_card,240100
upmarket_card,240101
upmarket_card,240102
upmarket_card,240103
upmarket_card,240104
prepaid_card,240105
upmarket_card,240106
prepaid_card,240107
upmarket_card,240108
highstreet_card,240109
upmarket_card,240110
highstreet_card,240111
highstreet_card,240112
prepaid_card,240113
highstreet_card,240114
upmarket_card,240115
prepaid_card,240116
highstreet_card,240117
highstreet_card,240118
prepaid_card,240119
highstreet_card,240120
upmarket_card,240121
highstreet_card,240122
upmarket_card,240123
upmarket_card,240124
prepaid_card,240125
highstreet_card,240126
prepaid_card,240127
prepaid_card,240128
prepaid_card,240129
highstreet_card,240130
prepaid_card,240131
prepaid_card,240132
prepaid_card,240133
highstreet_card,240134
upmarket_card,240135
highstreet_card,240136
highstreet_card,240137
upmarket_card,240138
highstreet_card,240139
prepaid_card,240140
highstreet_card,240141
prepaid_card,240142
upmarket_card,240143
highstreet_card,240144
prepaid_card,240145
highstreet_card,240146
upmarket_card,240147
highstreet_card,240148
prepaid_card,240149
upmarket_card,240150
prepaid_card,240151
upmarket_card,240152
upmarket_card,240153
prepaid_card,240154
upmarket_card,240155
prepaid_card,240156
upmarket_card,240157
highstreet_card,240158
prepaid_card,240159
upmarket_card,240160
highstreet_card,240161
upmarket_card,240162
prepaid_card,240163
prepaid_card,240164
prepaid_card,240165
highstreet_card,240166
highstreet_card,240167
upmarket_card,240168
upmarket_card,240169
prepaid_card,240170
highstreet_card,240171
highstreet_card,240172
prepaid_card,240173
upmarket_card,240174
highstreet_card,240175
prepaid_card,240176
highstreet_card,240177
highstreet_card,240178
prepaid_card,240179
upmarket_card,240180
highstreet_card,240181
upmarket_card,240182
upmarket_card,240183
upmarket_card,240184
highstreet_card,240185
highstreet_card,240186
upmarket_card,240187
prepaid_card,240188
highstreet_card,240189
highstreet_card,240190
upmarket_card,240191
highstreet_card,240192
highstreet_card,240193
highstreet_card,240194
upmarket_card,240195
highstreet_card,240196
highstreet_card,240197
prepaid_card,240198
prepaid_card,240199
prepaid_card,240200
prepaid_card,240201
upmarket_card,240202
highstreet_card,240203
upmarket_card,240204
prepaid_card,240205
prepaid_card,240206
highstreet_card,240207
highstreet_card,240208
upmarket_card,240209
upmarket_card,240210
prepaid_card,240211
upmarket_card,240212
prepaid_card,240213
highstreet_card,240214
prepaid_card,240215
prepaid_card,240216
highstreet_card,240217
upmarket_card,240218
upmarket_card,240219
highstreet_card,240220
prepaid_card,240221
upmarket_card,240222
upmarket_card,240223
upmarket_card,240224
upmarket_card,240225
upmarket_card,240226
upmarket_card,240227
upmarket_card,240228
prepaid_card,240229
upmarket_card,240230
upmarket_card,240231
prepaid_card,240232
prepaid_card,240233
highstreet_card,240234
highstreet_card,240235
highstreet_card,240236
highstreet_card,240237
upmarket_card,240238
highstreet_card,240239
upmarket_card,240240
highstreet_card,240241
highstreet_card,240242
upmarket_card,240243
prepaid_card,240244
highstreet_card,240245
prepaid_card,240246
upmarket_card,240247
upmarket_card,240248
prepaid_card,240249
highstreet_card,240250
highstreet_card,240251
prepaid_card,240252
prepaid_card,240253
highstreet_card,240254
highstreet_card,240255
upmarket_card,240256
upmarket_card,240257
