y_true,identifier
498.0,180000
1275.0,180001
6151.0,180002
12800.0,180003
8480.0,180004
6870.0,180005
16343.0,180006
3098.0,180007
106.0,180008
6293.0,180009
4697.0,180010
3163.0,180011
4818.0,180012
3324.0,180013
368.0,180014
570.0,180015
8806.0,180016
823.0,180017
8881.0,180018
7686.0,180019
7755.0,180020
7913.0,180021
1193.0,180022
619.0,180023
2341.0,180024
171.0,180025
7115.0,180026
3382.0,180027
2427.0,180028
14357.0,180029
5427.0,180030
474.0,180031
5181.0,180032
15223.0,180033
16637.0,180034
2357.0,180035
5737.0,180036
1404.0,180037
2022.0,180038
11132.0,180039
2690.0,180040
12088.0,180041
1505.0,180042
7774.0,180043
454.0,180044
3860.0,180045
2350.0,180046
346.0,180047
8037.0,180048
1140.0,180049
9445.0,180050
1807.0,180051
314.0,180052
8374.0,180053
1018.0,180054
1808.0,180055
10760.0,180056
7310.0,180057
13845.0,180058
843.0,180059
1742.0,180060
4426.0,180061
388.0,180062
4753.0,180063
10042.0,180064
497.0,180065
7544.0,180066
14642.0,180067
1909.0,180068
8739.0,180069
9855.0,180070
1118.0,180071
502.0,180072
5086.0,180073
3499.0,180074
3286.0,180075
1503.0,180076
12623.0,180077
921.0,180078
10379.0,180079
1532.0,180080
4159.0,180081
5554.0,180082
17577.0,180083
240.0,180084
21498.0,180085
3390.0,180086
8191.0,180087
8682.0,180088
1675.0,180089
7306.0,180090
5589.0,180091
11393.0,180092
1087.0,180093
2698.0,180094
1768.0,180095
9378.0,180096
15445.0,180097
406.0,180098
325.0,180099
5072.0,180100
7787.0,180101
16017.0,180102
237.0,180103
7847.0,180104
7097.0,180105
3088.0,180106
8818.0,180107
4872.0,180108
313.0,180109
12510.0,180110
4264.0,180111
8837.0,180112
7223.0,180113
3596.0,180114
5316.0,180115
3871.0,180116
12625.0,180117
2412.0,180118
8190.0,180119
3696.0,180120
1568.0,180121
1535.0,180122
1913.0,180123
1212.0,180124
760.0,180125
744.0,180126
557.0,180127
121.0,180128
10595.0,180129
2441.0,180130
3508.0,180131
16798.0,180132
9004.0,180133
1042.0,180134
10481.0,180135
13551.0,180136
5431.0,180137
8884.0,180138
3039.0,180139
10092.0,180140
1213.0,180141
10963.0,180142
10099.0,180143
168.0,180144
6127.0,180145
14995.0,180146
521.0,180147
3898.0,180148
1678.0,180149
13577.0,180150
1379.0,180151
2187.0,180152
4773.0,180153
1906.0,180154
6510.0,180155
1812.0,180156
15230.0,180157
908.0,180158
1535.0,180159
8955.0,180160
4778.0,180161
8358.0,180162
8186.0,180163
3023.0,180164
1677.0,180165
9301.0,180166
3129.0,180167
8311.0,180168
713.0,180169
11881.0,180170
1913.0,180171
8009.0,180172
7352.0,180173
14093.0,180174
854.0,180175
2512.0,180176
2077.0,180177
6098.0,180178
3251.0,180179
1701.0,180180
8528.0,180181
12184.0,180182
3423.0,180183
173.0,180184
5920.0,180185
1780.0,180186
1792.0,180187
553.0,180188
