y_true,identifier
1137.0,240000
145.0,240001
2167.0,240002
4237.0,240003
847.0,240004
15377.0,240005
8313.0,240006
2265.0,240007
1797.0,240008
784.0,240009
4043.0,240010
5481.0,240011
840.0,240012
17588.0,240013
744.0,240014
683.0,240015
4623.0,240016
287.0,240017
6845.0,240018
13467.0,240019
2174.0,240020
116.0,240021
7310.0,240022
11470.0,240023
807.0,240024
1081.0,240025
2635.0,240026
2026.0,240027
5571.0,240028
458.0,240029
16010.0,240030
2275.0,240031
715.0,240032
2901.0,240033
154.0,240034
7534.0,240035
2417.0,240036
2341.0,240037
1515.0,240038
2009.0,240039
6051.0,240040
5707.0,240041
3105.0,240042
1198.0,240043
4650.0,240044
16050.0,240045
5289.0,240046
11119.0,240047
1617.0,240048
2655.0,240049
706.0,240050
8599.0,240051
755.0,240052
684.0,240053
10768.0,240054
839.0,240055
415.0,240056
1922.0,240057
2786.0,240058
1251.0,240059
1724.0,240060
1430.0,240061
3061.0,240062
10869.0,240063
11254.0,240064
575.0,240065
7537.0,240066
1388.0,240067
433.0,240068
5726.0,240069
3610.0,240070
264.0,240071
2942.0,240072
1597.0,240073
717.0,240074
959.0,240075
9516.0,240076
2391.0,240077
5080.0,240078
14002.0,240079
14329.0,240080
951.0,240081
3486.0,240082
701.0,240083
14724.0,240084
3326.0,240085
2640.0,240086
338.0,240087
9709.0,240088
3950.0,240089
3914.0,240090
377.0,240091
3792.0,240092
697.0,240093
9347.0,240094
458.0,240095
12512.0,240096
195.0,240097
3767.0,240098
1478.0,240099
16020.0,240100
4332.0,240101
8674.0,240102
1727.0,240103
236.0,240104
611.0,240105
4935.0,240106
9248.0,240107
2002.0,240108
1810.0,240109
511.0,240110
1482.0,240111
691.0,240112
608.0,240113
658.0,240114
444.0,240115
1326.0,240116
5582.0,240117
3760.0,240118
11127.0,240119
2321.0,240120
1753.0,240121
2950.0,240122
8573.0,240123
7892.0,240124
1458.0,240125
2082.0,240126
3020.0,240127
6194.0,240128
995.0,240129
3516.0,240130
4311.0,240131
9808.0,240132
10727.0,240133
1215.0,240134
12932.0,240135
705.0,240136
703.0,240137
5421.0,240138
951.0,240139
164.0,240140
1276.0,240141
3182.0,240142
2684.0,240143
363.0,240144
9465.0,240145
2038.0,240146
1743.0,240147
12724.0,240148
10268.0,240149
2960.0,240150
4007.0,240151
460.0,240152
5294.0,240153
9193.0,240154
7279.0,240155
4587.0,240156
656.0,240157
13669.0,240158
8292.0,240159
1842.0,240160
420.0,240161
3239.0,240162
11974.0,240163
9721.0,240164
11225.0,240165
12338.0,240166
5568.0,240167
10924.0,240168
2411.0,240169
579.0,240170
3606.0,240171
12037.0,240172
9428.0,240173
5595.0,240174
7538.0,240175
265.0,240176
4139.0,240177
2133.0,240178
1181.0,240179
6384.0,240180
14225.0,240181
764.0,240182
639.0,240183
917.0,240184
5691.0,240185
1607.0,240186
1583.0,240187
1110.0,240188
1653.0,240189
5089.0,240190
11492.0,240191
5801.0,240192
742.0,240193
9318.0,240194
3181.0,240195
4820.0,240196
3201.0,240197
6625.0,240198
8717.0,240199
985.0,240200
4475.0,240201
757.0,240202
13775.0,240203
3051.0,240204
762.0,240205
11059.0,240206
219.0,240207
847.0,240208
11461.0,240209
14192.0,240210
9475.0,240211
12160.0,240212
3251.0,240213
5194.0,240214
8651.0,240215
11282.0,240216
956.0,240217
2023.0,240218
5411.0,240219
5559.0,240220
5263.0,240221
6229.0,240222
3406.0,240223
13536.0,240224
13083.0,240225
3968.0,240226
9337.0,240227
2639.0,240228
1046.0,240229
11040.0,240230
5430.0,240231
4172.0,240232
5621.0,240233
618.0,240234
1078.0,240235
1658.0,240236
7142.0,240237
4603.0,240238
2998.0,240239
4712.0,240240
14499.0,240241
12871.0,240242
2418.0,240243
1519.0,240244
3684.0,240245
5052.0,240246
3980.0,240247
9622.0,240248
3350.0,240249
773.0,240250
1402.0,240251
3617.0,240252
12638.0,240253
6524.0,240254
2132.0,240255
1686.0,240256
7136.0,240257
263.0,240258
2343.0,240259
717.0,240260
13208.0,240261
2396.0,240262
9658.0,240263
9446.0,240264
3144.0,240265
6660.0,240266
1801.0,240267
2655.0,240268
11763.0,240269
384.0,240270
267.0,240271
4246.0,240272
339.0,240273
12768.0,240274
14909.0,240275
2408.0,240276
198.0,240277
9880.0,240278
1549.0,240279
5662.0,240280
9750.0,240281
1073.0,240282
1121.0,240283
1969.0,240284
6223.0,240285
10391.0,240286
601.0,240287
5744.0,240288
590.0,240289
2108.0,240290
1180.0,240291
13307.0,240292
1947.0,240293
1740.0,240294
155.0,240295
8939.0,240296
377.0,240297
16873.0,240298
1240.0,240299
14249.0,240300
6847.0,240301
423.0,240302
1098.0,240303
7407.0,240304
14759.0,240305
5398.0,240306
7686.0,240307
713.0,240308
7268.0,240309
6303.0,240310
7803.0,240311
2232.0,240312
13164.0,240313
4631.0,240314
8650.0,240315
5362.0,240316
11411.0,240317
2427.0,240318
3338.0,240319
518.0,240320
101.0,240321
2812.0,240322
1709.0,240323
